19304.3 0
2.30557 -0.00532125
2.30568 -0.0106432
2.30588 -0.0159665
2.30616 -0.0212918
2.30652 -0.0266199
2.30696 -0.0319515
2.30748 -0.0372871
2.30808 -0.0426275
2.30876 -0.0479735
2.30951 -0.0533256
2.31035 -0.0586846
2.31127 -0.0640512
2.31228 -0.0694261
2.31336 -0.07481
2.31452 -0.0802036
2.31577 -0.0856077
2.31709 -0.0910228
2.3185 -0.0964498
2.32 -0.101889
2.32157 -0.107342
2.32323 -0.112809
2.32497 -0.118291
2.32679 -0.123788
2.3287 -0.129302
2.3307 -0.134833
2.33278 -0.140381
2.33494 -0.145948
2.33719 -0.151535
2.33953 -0.157141
2.34195 -0.162769
2.34447 -0.168419
2.34707 -0.174091
2.34976 -0.179786
2.35253 -0.185506
2.3554 -0.191251
2.35836 -0.197022
2.36141 -0.20282
2.36456 -0.208645
2.36779 -0.214499
2.37112 -0.220383
2.37455 -0.226297
2.37806 -0.232242
2.38168 -0.23822
2.38539 -0.244231
2.3892 -0.250277
2.39311 -0.256358
2.39712 -0.262475
2.40123 -0.268629
2.40544 -0.274821
2.40975 -0.281053
2.41417 -0.287326
2.41869 -0.29364
2.42332 -0.299997
2.42805 -0.306397
2.43289 -0.312843
2.43785 -0.319334
2.44291 -0.325873
2.44808 -0.332461
2.45337 -0.339099
2.45878 -0.345787
2.46429 -0.352528
2.46993 -0.359323
2.47569 -0.366173
2.48157 -0.373079
2.48757 -0.380043
2.49369 -0.387067
2.49994 -0.394151
2.50631 -0.401297
2.51282 -0.408508
2.51946 -0.415783
2.52623 -0.423126
2.53313 -0.430538
2.54017 -0.438019
2.54735 -0.445573
2.55467 -0.453201
2.56214 -0.460904
2.56975 -0.468685
2.5775 -0.476545
2.58541 -0.484486
2.59347 -0.492511
2.60168 -0.500621
2.61005 -0.508819
2.61859 -0.517106
2.62728 -0.525484
2.63614 -0.533957
2.64517 -0.542526
2.65437 -0.551194
2.66374 -0.559963
2.6733 -0.568836
2.68303 -0.577815
2.69295 -0.586903
2.70305 -0.596103
2.71335 -0.605417
2.72384 -0.614848
2.73453 -0.6244
2.74543 -0.634075
2.75652 -0.643876
2.76783 -0.653807
2.77936 -0.663872
2.7911 -0.674072
2.80307 -0.684413
2.81527 -0.694897
2.8277 -0.705529
2.84037 -0.716312
2.85328 -0.727251
2.86644 -0.738349
2.87986 -0.74961
2.89353 -0.76104
2.90747 -0.772642
2.92169 -0.784421
2.93618 -0.796383
2.95096 -0.808531
2.96602 -0.820872
2.98139 -0.833411
2.99706 -0.846153
3.01305 -0.859104
3.02935 -0.872269
3.04598 -0.885656
3.06296 -0.89927
3.08027 -0.913118
3.09794 -0.927206
3.11598 -0.941543
3.13438 -0.956135
3.15317 -0.97099
3.17236 -0.986115
3.19195 -1.00152
3.21195 -1.01721
3.23238 -1.0332
3.25325 -1.04949
3.27457 -1.0661
3.29635 -1.08304
3.31861 -1.10031
3.34137 -1.11793
3.36463 -1.1359
3.38841 -1.15424
3.41273 -1.17297
3.43761 -1.19209
3.46305 -1.21162
3.48909 -1.23157
3.51573 -1.25195
3.543 -1.27279
3.57093 -1.29409
3.59952 -1.31588
3.6288 -1.33817
3.6588 -1.36098
3.68955 -1.38433
3.72106 -1.40824
3.75336 -1.43272
3.78649 -1.45781
3.82047 -1.48352
3.85534 -1.50988
3.89112 -1.53692
3.92786 -1.56465
3.96559 -1.59312
4.00434 -1.62234
4.04416 -1.65236
4.08509 -1.6832
4.12718 -1.71489
4.17047 -1.74749
4.21501 -1.78101
4.26087 -1.81551
4.30808 -1.85104
4.35672 -1.88762
4.40685 -1.92533
4.45853 -1.9642
4.51184 -2.00429
4.56685 -2.04566
4.62364 -2.08837
4.68229 -2.1325
4.74291 -2.17811
4.80559 -2.22527
4.87043 -2.27408
4.93754 -2.3246
5.00705 -2.37695
5.07908 -2.43122
5.15377 -2.48751
5.23127 -2.54594
5.31174 -2.60664
5.39535 -2.66974
5.48229 -2.73538
5.57275 -2.80372
5.66696 -2.87494
5.76515 -2.9492
5.86758 -3.02671
5.97452 -3.1077
6.08628 -3.19239
6.20319 -3.28104
6.32562 -3.37395
6.45395 -3.47141
6.58864 -3.57377
6.73016 -3.68141
6.87905 -3.79474
7.0359 -3.91422
7.20135 -4.04036
7.37614 -4.17374
7.56109 -4.31498
7.7571 -4.4648
7.96521 -4.624
8.18656 -4.79349
8.42246 -4.97427
8.67441 -5.16753
8.9441 -5.37457
9.23347 -5.59692
9.54476 -5.83633
9.88058 -6.09484
10.244 -6.37479
10.6384 -6.67897
11.0681 -7.01063
11.5381 -7.37366
12.0542 -7.7727
12.6237 -8.21335
13.2553 -8.70245
13.9597 -9.24842
14.7504 -9.86174
15.6443 -10.5556
16.663 -11.347
17.8347 -12.2579
19.1968 -13.3175
